,0.4,0.6
1,0.146625245,-0.051926774
0.9,0.010583294,-0.107796808
0.8,-0.096907821,-0.171819939
0.7,-0.221624873,-0.248019398
0.6,-0.312128638,-0.356884558
0.55,-0.428240674,-0.423520124
0.5,-0.498973582,-0.482055909
0.45,-0.552957725,-0.560867804
0.4,-0.635174591,-0.672452029
0.35,-0.722974377,-0.79197609
0.3,-0.839006884,-0.919919822
0.25,-0.989014092,-1.051780158
0.2,-1.173155056,-1.244842029
0.15,-1.493035763,-1.454210092
0.12,-1.65309541,-1.660781167
0.1,-1.892429356,-1.981655534
0.08,-2.199394587,-2.42900952
0.06,-2.585634118,-2.607471279
0.04,-3.345674876,-2.573739279
0.02,-3.765809578,-2.148605351
0.01,-3.76070383,-1.817765178
0,-1.779084922,0.025740899
0.01,1.013536794,1.085270189
0.04,0.839591421,0.708521687
0.06,0.704885553,0.568959383
0.1,0.54856376,0.432300697
0.2,0.373091433,0.316849083
0.35,0.268113428,0.194601855
0.7,0.163501255,0.106693598
0.9,0.15804558,0.087930814
1,0.152367224,-0.06007987
