,0.32,0.42,0.52,0.54,0.57,0.6,0.62,0.65,0.67,0.7,0.72,0.76,0.78,0.82
0,-2.51,-2.09,-1.18,-0.99,-0.76,-0.57,-0.42,-0.2,-0.06,0.27,0.44,0.62,0.76,0.9
0.005,-3.91,-3.96,-2.92,-2.66,-2.36,-2.09,-1.89,-1.64,-1.37,-1.1,-0.8,-0.54,-0.32,-0.09
0.013,-3.23,-3.43,-3.35,-3.08,-2.76,-2.48,-2.25,-1.96,-1.63,-1.31,-1.06,-0.77,-0.56,-0.36
0.025,-2.56,-2.79,-3,-2.98,-2.76,-2.51,-2.3,-2.02,-1.72,-1.45,-1.27,-1.05,-0.87,-0.68
0.075,-1.65,-1.73,-1.97,-2.69,-2.59,-2.52,-2.4,-2.17,-1.95,-1.74,-1.57,-1.36,-1.18,-1
0.1,-1.44,-1.5,-1.52,-1.6,-2.49,-2.5,-2.36,-2.14,-1.92,-1.72,-1.56,-1.36,-1.19,-1.01
0.15,-1.25,-1.3,-1.34,-1.31,-1.43,-2.39,-2.25,-2.1,-1.88,-1.67,-1.55,-1.37,-1.23,-1.06
0.2,-1.1,-1.15,-1.2,-1.19,-1.13,-1.43,-2.17,-2.02,-1.83,-1.61,-1.51,-1.33,-1.2,-1.08
0.25,-1.03,-1.07,-1.12,-1.11,-1.08,-1.05,-1.82,-1.97,-1.75,-1.51,-1.48,-1.32,-1.2,-1.11
0.3,-0.95,-1,-1.04,-1.04,-1.02,-0.95,-1.22,-1.74,-1.62,-1.37,-1.42,-1.25,-1.19,-1.11
0.35,-0.89,-0.94,-0.97,-0.97,-0.96,-0.92,-0.92,-1.25,-1.35,-1.16,-1.23,-1.13,-1.07,-1.09
0.4,-0.84,-0.86,-0.89,-0.89,-0.89,-0.86,-0.81,-0.97,-1.08,-0.99,-1,-0.96,-0.96,-1.02
0.45,-0.77,-0.8,-0.83,-0.82,-0.81,-0.8,-0.76,-0.79,-0.91,-0.87,-0.87,-0.83,-0.84,-0.92
0.5,-0.69,-0.71,-0.72,-0.72,-0.71,-0.7,-0.68,-0.66,-0.77,-0.77,-0.79,-0.76,-0.76,-0.84
0.55,-0.61,-0.62,-0.63,-0.63,-0.62,-0.61,-0.6,-0.57,-0.67,-0.7,-0.72,-0.71,-0.73,-0.79
0.6,-0.54,-0.54,-0.54,-0.54,-0.53,-0.53,-0.53,-0.5,-0.57,-0.63,-0.65,-0.67,-0.69,-0.74
0.65,-0.44,-0.43,-0.43,-0.43,-0.42,-0.43,-0.44,-0.41,-0.49,-0.57,-0.6,-0.63,-0.67,-0.72
0.7,-0.36,-0.35,-0.34,-0.35,-0.34,-0.35,-0.37,-0.35,-0.42,-0.51,-0.55,-0.6,-0.65,-0.7
0.75,-0.27,-0.26,-0.25,-0.25,-0.25,-0.26,-0.29,-0.28,-0.36,-0.46,-0.51,-0.57,-0.63,-0.68
0.8,-0.19,-0.17,-0.18,-0.18,-0.18,-0.19,-0.22,-0.22,-0.21,-0.41,-0.47,-0.53,-0.6,-0.67
0.85,-0.1,-0.1,-0.12,-0.12,-0.11,-0.12,-0.14,-0.16,-0.25,-0.36,-0.43,-0.5,-0.57,-0.65
0.9,-0.05,-0.06,-0.09,-0.1,-0.08,-0.07,-0.09,-0.12,-0.22,-0.34,-0.39,-0.46,-0.54,-0.63
0.95,0.01,-0.03,-0.07,-0.07,-0.05,-0.03,-0.04,-0.07,-0.18,-0.3,-0.35,-0.43,-0.51,-0.61
