,0.320,0.420,0.520,0.550,0.570,0.600,0.630,0.660,0.690
0.000,-3.510,-2.620,-1.700,-1.490,-1.330,-1.070,-0.880,-0.750,-0.600
0.005,-3.590,-3.060,-2.260,-2.110,-2.110,-1.990,-1.850,-1.600,-1.470
0.013,-2.910,-2.760,-2.060,-1.970,-1.930,-1.660,-1.340,-1.000,-0.920
0.025,-2.020,-2.220,-1.930,-1.840,-1.840,-1.610,-1.310,-0.980,-0.880
0.075,-1.160,-1.420,-1.490,-1.440,-1.460,-1.310,-1.160,-0.940,-0.880
0.100,-1.000,-1.190,-1.310,-1.290,-1.330,-1.170,-1.080,-0.930,-0.870
0.150,-0.770,-0.990,-1.040,-1.000,-1.060,-1.000,-0.990,-0.910,-0.880
0.200,-0.710,-0.900,-0.850,-0.830,-0.880,-0.910,-0.930,-0.890,-0.860
0.250,-0.710,-0.860,-0.800,-0.770,-0.800,-0.830,-0.890,-0.890,-0.850
0.300,-0.710,-0.800,-0.770,-0.750,-0.780,-0.790,-0.860,-0.890,-0.860
0.350,-0.720,-0.780,-0.770,-0.740,-0.770,-0.780,-0.850,-0.890,-0.850
0.400,-0.720,-0.750,-0.760,-0.740,-0.760,-0.780,-0.840,-0.890,-0.860
0.450,-0.730,-0.750,-0.770,-0.740,-0.780,-0.770,-0.830,-0.890,-0.850
0.500,-0.740,-0.740,-0.770,-0.750,-0.780,-0.770,-0.820,-0.880,-0.860
0.550,-0.750,-0.740,-0.770,-0.760,-0.790,-0.760,-0.810,-0.870,-0.850
0.600,-0.760,-0.730,-0.780,-0.750,-0.790,-0.760,-0.790,-0.850,-0.840
0.650,-0.770,-0.720,-0.770,-0.760,-0.790,-0.750,-0.780,-0.830,-0.830
0.700,-0.770,-0.710,-0.770,-0.770,-0.790,-0.740,-0.770,-0.810,-0.810
0.750,-0.780,-0.700,-0.760,-0.760,-0.780,-0.740,-0.760,-0.790,-0.800
0.800,-0.740,-0.680,-0.750,-0.750,-0.780,-0.730,-0.750,-0.770,-0.780
0.850,-0.720,-0.660,-0.740,-0.730,-0.760,-0.710,-0.730,-0.740,-0.760
0.900,-0.640,-0.650,-0.740,-0.740,-0.740,-0.730,-0.730,-0.710,-0.730
0.950,-0.620,-0.620,-0.710,-0.720,-0.720,-0.700,-0.700,-0.680,-0.690
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
