,0.320,0.420,0.520,0.550,0.570,0.600,0.630,0.650,0.680,0.710,0.740,0.770
0.000,-4.870,-2.980,-1.360,-1.100,-0.850,-0.640,-0.480,-0.330,-0.180,-0.040,0.090,0.220
0.005,-5.540,-4.090,-2.540,-2.270,-2.030,-1.820,-1.670,-1.560,-1.310,-1.170,-1.060,-0.920
0.013,-5.100,-3.580,-1.990,-1.560,-1.320,-1.180,-1.150,-1.150,-1.090,-1.140,-1.360,-1.250
0.025,-3.160,-3.050,-1.840,-1.500,-1.270,-1.130,-1.090,-1.090,-1.030,-1.100,-1.360,-1.300
0.075,-2.010,-1.910,-1.490,-1.290,-1.160,-1.010,-1.000,-1.030,-0.940,-0.930,-1.360,-1.350
0.100,-1.710,-1.630,-1.390,-1.250,-1.140,-0.990,-0.970,-0.980,-0.900,-0.910,-1.330,-1.320
0.150,-1.430,-1.340,-1.270,-1.200,-1.120,-0.980,-0.960,-0.970,-0.890,-0.880,-1.290,-1.250
0.200,-1.230,-1.130,-1.150,-1.120,-1.080,-0.960,-0.940,-0.920,-0.860,-0.840,-1.160,-1.160
0.250,-1.100,-1.000,-1.020,-1.040,-1.010,-0.920,-0.900,-0.870,-0.840,-0.810,-1.000,-1.050
0.300,-0.990,-0.900,-0.930,-0.970,-0.960,-0.890,-0.870,-0.840,-0.830,-0.800,-0.930,-0.960
0.350,-0.890,-0.820,-0.850,-0.900,-0.900,-0.860,-0.840,-0.820,-0.800,-0.770,-0.800,-0.860
0.400,-0.790,-0.740,-0.790,-0.850,-0.860,-0.840,-0.820,-0.810,-0.800,-0.780,-0.750,-0.820
0.450,-0.710,-0.680,-0.720,-0.790,-0.790,-0.800,-0.780,-0.790,-0.790,-0.770,-0.750,-0.800
0.500,-0.620,-0.620,-0.670,-0.740,-0.740,-0.770,-0.760,-0.760,-0.770,-0.750,-0.730,-0.770
0.550,-0.540,-0.580,-0.630,-0.690,-0.710,-0.740,-0.730,-0.750,-0.760,-0.750,-0.720,-0.770
0.600,-0.480,-0.530,-0.580,-0.650,-0.660,-0.710,-0.710,-0.730,-0.740,-0.740,-0.710,-0.750
0.650,-0.430,-0.490,-0.550,-0.610,-0.630,-0.690,-0.690,-0.720,-0.740,-0.750,-0.720,-0.750
0.700,-0.380,-0.460,-0.520,-0.590,-0.600,-0.670,-0.660,-0.700,-0.730,-0.730,-0.720,-0.750
0.750,-0.350,-0.420,-0.490,-0.560,-0.560,-0.640,-0.640,-0.690,-0.720,-0.730,-0.730,-0.750
0.800,-0.340,-0.400,-0.470,-0.530,-0.540,-0.610,-0.610,-0.660,-0.700,-0.710,-0.710,-0.730
0.850,-0.320,-0.380,-0.440,-0.490,-0.500,-0.570,-0.580,-0.640,-0.660,-0.680,-0.710,-0.720
0.900,-0.320,-0.360,-0.430,-0.460,-0.480,-0.540,-0.570,-0.610,-0.620,-0.650,-0.690,-0.700
0.950,-0.290,-0.330,-0.390,-0.420,-0.450,-0.490,-0.510,-0.560,-0.570,-0.600,-0.670,-0.670
,,,,,,,,,,,,
