,0.4
1,0.194503663
0.986,0.193703658
0.946,0.178946741
0.905,0.155202987
0.825,0.041020211
0.761,-0.106806701
0.727,-0.163944479
0.617,-0.196504729
0.5,-0.408829957
0.383,-0.52440414
0.273,-0.407934322
0.175,-0.319067827
0.096,-0.256291759
0.038,-0.096978917
0.0188,0.114933529
0.0062,0.32028133
0.0016,
0,
0.0016,
0.0062,-0.008424366
0.0188,-0.199276274
0.038,-0.264364991
0.096,-0.327956942
0.175,-0.327424402
0.273,-0.354580357
0.383,-0.347065625
0.5,-0.332859179
0.617,-0.17882183
0.727,0.0457696
0.761,0.100660669
0.825,0.1234021
0.905,0.184208488
0.946,
0.986,
