0.97,1.456568621,-
0.955,1.454734432,-
0.9275,1.462571422,-
0.9,1.470402855,-
0.8725,1.485982347,-
0.8575,1.491840637,-
0.8435,1.497698926,-
0.78,1.513434047,-
0.67,1.531336846,-
0.54,1.560772805,-
0.36,1.573056315,-
0.2,1.542719936,-
0.12,1.434713978,-
0.06,,-
0.03,1.102386669,-
0.0075,,-
0.0075,3.098612686,-
0.03,2.582071633,-
0.06,2.082910914,-
0.12,1.89893617,-
0.2,1.776773605,-
0.36,1.648491518,-
0.54,1.597506614,-
0.67,1.579703862,-
0.78,1.532776407,-
0.8435,1.517046844,-
0.8575,1.505385847,-
0.8725,1.499521999,-
0.9,1.493608128,-
0.9275,1.481891549,-
0.955,1.454734432,-
0.97,1.456568621,-
