0.97,0.084158344,-
0.955,0.062678049,-
0.9275,0.017735487,-
0.9,-0.005580689,-
0.8725,-0.030679179,-
0.8575,-0.045030217,-
0.8435,-0.061168438,-
0.78,-0.120340295,-
0.67,-0.208077876,-
0.54,-0.331802621,-
0.36,-0.552736534,-
0.2,-0.734065089,-
0.12,-0.693709794,-
0.06,-0.566829477,-
0.03,-0.288394018,-
0.0075,0.98551748,-
0.0075,0.373000375,-
0.03,-0.053537601,-
0.06,-0.073625159,-
0.12,-0.092115451,-
0.2,-0.052948366,-
0.36,-0.014341299,-
0.54,-0.019254837,-
0.67,-0.036459525,-
0.78,-0.015558726,-
0.8435,0.009281669,-
0.8575,0.023637577,-
0.8725,0.016284313,-
0.9,0.032349489,-
0.9275,0.050231068,-
0.955,,-
0.97,0.078728616,-
