,0.3,0.41,0.5,0.55,0.61,0.63,0.65,0.68,0.71,0.73,0.75,0.78,0.81,0.84,0.87,0.9
1,0.07,0.06,0.07,0.06,0.09,0.08,0.06,0.08,0.1,0.08,0.09,0.1,0.12,0.13,0.14,0.07
0.947,0,0,-0.01,-0.02,0.01,-0.01,0,0,0.02,0,0.01,0.01,0.04,0.04,0.04,-0.06
0.902,-0.03,-0.04,-0.04,-0.05,-0.04,-0.04,-0.05,-0.04,-0.03,-0.05,-0.04,-0.04,-0.02,-0.01,-0.04,-0.17
0.852,-0.12,-0.12,-0.13,-0.14,-0.13,-0.14,-0.14,-0.15,-0.14,-0.16,-0.16,-0.16,-0.13,-0.12,-0.24,-0.38
0.802,-0.2,-0.22,-0.23,-0.25,-0.24,-0.26,-0.26,-0.27,-0.26,-0.3,-0.31,-0.32,-0.31,-0.32,-0.53,-0.54
0.752,-0.21,-0.24,-0.25,-0.27,-0.26,-0.28,-0.29,-0.3,-0.29,-0.32,-0.33,-0.36,-0.37,-0.46,-0.56,-0.55
0.701,-0.24,-0.26,-0.28,-0.3,-0.29,-0.31,-0.31,-0.32,-0.32,-0.35,-0.36,-0.39,-0.41,-0.52,-0.62,-0.59
0.651,-0.25,-0.26,-0.28,-0.3,-0.29,-0.31,-0.32,-0.32,-0.32,-0.36,-0.38,-0.41,-0.44,-0.57,-0.63,-0.58
0.6,-0.25,-0.28,-0.3,-0.32,-0.32,-0.34,-0.34,-0.35,-0.35,-0.39,-0.4,-0.45,-0.49,-0.61,-0.62,-0.55
0.551,-0.25,-0.28,-0.3,-0.32,-0.31,-0.33,-0.34,-0.34,-0.35,-0.39,-0.4,-0.45,-0.5,-0.57,-0.55,-0.49
0.5,-0.26,-0.28,-0.3,-0.32,-0.32,-0.34,-0.35,-0.35,-0.36,-0.39,-0.41,-0.46,-0.49,-0.52,-0.5,-0.44
0.45,-0.24,-0.27,-0.28,-0.3,-0.3,-0.32,-0.32,-0.33,-0.33,-0.37,-0.38,-0.42,-0.43,-0.44,-0.42,-0.35
0.4,-0.24,-0.27,-0.28,-0.29,-0.29,-0.31,-0.31,-0.31,-0.31,-0.35,-0.36,-0.39,-0.4,-0.41,-0.38,-0.32
0.352,-0.22,-0.24,-0.26,-0.27,-0.26,-0.28,-0.29,-0.29,-0.29,-0.32,-0.33,-0.35,-0.35,-0.36,-0.32,-0.26
0.298,-0.2,-0.22,-0.23,-0.24,-0.23,-0.25,-0.25,-0.25,-0.25,-0.28,-0.27,-0.29,-0.28,-0.29,-0.26,-0.2
0.251,-0.16,-0.19,-0.19,-0.2,-0.2,-0.21,-0.21,-0.21,-0.2,-0.22,-0.22,-0.24,-0.22,-0.22,-0.19,-0.13
0.2,-0.12,-0.12,-0.13,-0.13,-0.12,-0.13,-0.13,-0.12,-0.12,-0.14,-0.13,-0.13,-0.12,-0.11,-0.07,-0.02
0.15,-0.05,-0.07,-0.07,-0.07,-0.06,-0.06,-0.06,-0.05,-0.04,-0.06,-0.05,-0.05,-0.03,-0.02,0.01,0.07
