x/c,y/c
0.997957099,-0.536243822
0.930541369,-0.778418451
0.853932584,-0.733937397
0.804902962,-0.79324547
0.753830439,-0.783360791
0.702757916,-0.778418451
0.653728294,-0.778418451
0.59959142,-0.773476112
0.548518897,-0.78830313
0.499489275,-0.803130148
0.447395301,-0.803130148
0.397344229,-0.822899506
0.349336057,-0.827841845
0.298263534,-0.832784185
0.248212462,-0.847611203
0.203268641,-0.837726524
0.148110317,-0.827841845
0.125638407,-0.808072488
0.098059244,-0.808072488
0.073544433,-0.803130148
0.036772217,-0.887149918
0.020429009,-1.168863262
0.005107252,-1.158978583
-0.00102145,0.121087315
0.005107252,1.233113674
0.031664964,1.060131796
0.050051073,0.911861614
0.073544433,0.758649094
0.096016343,0.649917628
0.120531154,0.526359143
0.146067416,0.442339374
0.193054137,0.308896211
0.295199183,0.116144975
0.374872319,0.012355848
0.437180797,-0.066721582
0.502553626,-0.150741351
0.612870276,-0.185337727
0.656792646,-0.140856672
0.708886619,-0.096375618
0.79979571,-0.022240527
0.833503575,0.00247117
0.875383044,0.032125206
0.935648621,-0.056836903
