,0.5
1,0.008
0.989,-0.026
0.972,-0.09
0.932,-0.231
0.899,-0.282
0.85,-0.353
0.801,-0.373
0.75,-0.386
0.7,-0.396
0.652,-0.407
0.6,-0.416
0.549,-0.416
0.499,-0.432
0.448,-0.445
0.398,-0.457
0.351,-0.474
0.301,-0.491
0.25,-0.514
0.2,-0.541
0.15,-0.604
0.098,-0.7
0.071,-0.8
0.046,-0.939
0.029,-1.212
0.016,-1.52
0.012,-1.551
0.003,-0.471
0,0.897
0,0.897
0.006,0.805
0.011,0.469
0.02,0.308
0.029,0.207
0.048,0.094
0.069,0.038
0.102,-0.001
0.151,-0.042
0.199,-0.079
0.251,-0.098
0.299,-0.09
0.35,-0.111
0.4,-0.118
0.451,-0.135
0.5,-0.153
0.549,-0.133
0.598,-0.096
0.649,-0.013
0.699,0.114
0.747,0.225
0.8,0.318
0.85,0.383
0.899,0.415
0.929,0.415
0.95,0.397
0.998,0.009
