,0.310,0.410,0.520,0.540,0.560,0.590,0.610,0.650,0.670,0.700,0.720,0.750,0.790,0.810
0.015,0.950,1.000,1.020,1.010,0.980,1.000,0.980,1.000,1.010,0.990,0.990,1.000,0.990,1.050
0.028,0.850,0.900,0.910,0.900,0.870,0.890,0.870,0.880,0.890,0.870,0.870,0.890,0.880,0.930
0.052,0.700,0.760,0.750,0.750,0.720,0.740,0.720,0.730,0.740,0.730,0.730,0.740,0.740,0.790
0.080,0.580,0.620,0.620,0.620,0.630,0.600,0.590,0.600,0.610,0.600,0.600,0.600,0.620,0.660
0.106,0.500,0.540,0.540,0.540,0.510,0.520,0.510,0.530,0.540,0.520,0.520,0.530,0.540,0.580
0.154,0.400,0.440,0.440,0.440,0.410,0.410,0.400,0.420,0.420,0.420,0.410,0.420,0.430,0.470
0.204,0.320,0.340,0.340,0.330,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.340,0.370
0.251,0.380,0.320,0.300,0.300,0.270,0.280,0.260,0.270,0.270,0.280,0.270,0.280,0.290,0.330
0.300,0.230,0.260,0.250,0.250,0.220,0.230,0.210,0.220,0.220,0.220,0.220,0.220,--,--
0.352,0.190,0.220,0.200,0.200,0.160,0.180,0.160,0.160,0.170,0.160,0.160,0.160,0.170,0.210
0.401,0.140,0.170,0.140,0.150,0.120,0.120,0.110,0.110,0.110,0.110,0.110,0.100,--,--
0.452,0.110,0.140,0.120,0.120,0.090,0.080,0.080,0.080,0.080,0.080,0.080,0.070,0.080,0.110
0.500,0.110,0.120,0.100,0.100,0.070,0.070,0.060,0.060,0.060,0.060,0.060,0.040,--,--
0.555,0.100,0.100,0.080,0.080,0.050,0.060,0.040,0.040,0.030,0.040,0.040,0.030,0.040,0.060
0.602,0.050,0.060,0.040,0.050,0.020,0.020,0.010,0.010,0.000,-0.010,-0.010,-0.010,--,--
0.655,0.020,0.000,-0.020,-0.020,-0.020,-0.020,-0.020,-0.020,-0.040,-0.040,-0.040,-0.050,-0.040,-0.020
0.707,0.010,-0.010,-0.020,-0.020,-0.030,-0.030,-0.030,-0.040,-0.050,-0.050,-0.060,-0.060,--,--
0.755,0.010,0.010,-0.020,-0.020,-0.020,-0.020,-0.020,-0.030,-0.040,-0.040,-0.050,-0.050,-0.050,-0.030
0.852,-0.020,-0.010,-0.040,-0.040,-0.050,-0.040,-0.050,-0.060,-0.070,-0.070,-0.080,-0.080,-0.040,-0.020
0.904,-0.060,-0.060,-0.090,-0.090,-0.100,-0.100,-0.110,-0.110,-0.130,-0.140,-0.140,-0.150,--,--
0.955,-0.110,-0.110,-0.150,-0.150,-0.160,-0.160,-0.170,-0.180,-0.210,-0.220,-0.220,-0.240,-0.220,-0.200
