,0.310,0.410,0.510,0.560,0.610,0.630,0.660,0.680,0.710,0.740,0.760,0.790,0.810,0.840,0.870,0.900,0.920
0.000,0.980,1.010,1.040,1.060,1.070,1.080,1.090,1.090,1.090,1.120,1.130,1.140,1.150,1.170,1.190,1.190,1.210
0.006,0.550,0.540,0.560,0.580,0.590,0.600,0.610,0.610,0.620,0.630,0.640,0.650,0.660,0.670,0.700,0.780,0.680
0.016,0.250,0.240,0.260,0.270,0.280,0.290,0.300,0.300,0.300,0.320,0.320,0.340,0.340,0.360,0.390,0.390,0.390
0.027,0.110,0.100,0.110,0.120,0.110,0.120,0.130,0.130,0.130,0.150,0.140,0.160,0.160,0.180,0.210,0.210,0.220
0.051,0.030,0.020,0.030,0.030,0.020,0.040,0.040,0.030,0.030,0.040,0.030,0.050,0.050,0.060,0.090,0.090,0.090
0.080,-0.010,-0.010,-0.010,-0.020,-0.020,-0.010,-0.010,-0.010,-0.020,-0.010,-0.020,0.000,-0.010,0.010,0.030,0.030,0.040
0.106,-0.050,-0.060,-0.060,-0.070,-0.080,-0.070,-0.080,-0.080,-0.090,-0.090,-0.100,-0.090,-0.090,-0.080,-0.060,-0.060,-0.050
0.154,-0.050,-0.060,-0.060,-0.060,-0.070,-0.060,-0.060,-0.070,-0.080,-0.080,-0.090,-0.070,-0.080,-0.070,-0.050,-0.060,-0.060
0.199,-0.070,-0.060,-0.070,-0.080,-0.090,-0.080,-0.090,-0.090,-0.100,-0.090,-0.110,-0.100,-0.100,-0.100,-0.080,-0.090,-0.090
0.255,-0.090,-0.080,-0.090,-0.100,-0.120,-0.110,-0.110,-0.110,-0.130,-0.120,-0.140,-0.130,-0.140,-0.140,-0.130,-0.140,-0.150
0.304,-0.100,-0.090,-0.100,-0.110,-0.120,-0.110,-0.120,-0.120,-0.140,-0.140,-0.150,-0.150,-0.160,-0.160,-0.150,-0.170,-0.170
0.351,-0.100,-0.090,-0.100,-0.120,-0.130,-0.120,-0.120,-0.130,-0.140,-0.140,-0.160,-0.160,-0.170,-0.170,-0.160,-0.180,-0.190
0.399,-0.110,-0.110,-0.120,-0.140,-0.160,-0.140,-0.150,-0.160,-0.170,-0.170,-0.190,-0.190,-0.210,-0.210,-0.220,-0.240,-0.250
0.448,-0.110,-0.110,-0.120,-0.140,-0.150,-0.140,-0.140,-0.150,-0.170,-0.170,-0.190,-0.180,-0.200,-0.210,-0.220,-0.260,-0.300
0.502,-0.100,-0.100,-0.110,-0.130,-0.140,-0.120,-0.130,-0.140,-0.150,-0.150,-0.170,-0.170,-0.180,-0.180,-0.180,-0.220,-0.310
0.551,-0.090,-0.080,-0.090,-0.100,-0.110,-0.100,-0.100,-0.120,-0.120,-0.120,-0.140,-0.130,-0.140,-0.150,-0.140,-0.170,-0.280
0.600,-0.050,-0.060,-0.070,-0.080,-0.090,-0.080,-0.080,-0.090,-0.100,-0.100,-0.110,-0.110,-0.120,-0.120,-0.110,-0.130,-0.240
0.655,-0.040,-0.040,-0.050,-0.060,-0.060,-0.060,-0.060,-0.060,-0.070,-0.080,-0.080,-0.080,-0.090,-0.080,-0.080,-0.080,-0.140
0.758,-0.020,-0.020,-0.040,-0.050,-0.050,-0.040,-0.040,-0.040,-0.050,-0.050,-0.060,-0.060,-0.060,-0.050,-0.040,-0.010,-0.010
0.804,0.040,0.020,0.020,0.010,0.010,0.020,0.010,0.010,0.000,0.010,0.000,0.010,0.000,0.010,0.030,0.050,0.060
0.904,0.070,0.070,0.050,0.050,0.050,0.040,0.060,0.060,0.060,0.060,0.050,0.060,0.060,0.080,0.100,0.110,0.120
0.955,0.060,0.060,0.050,0.040,0.040,0.050,0.050,0.050,0.050,0.060,0.050,0.060,0.060,0.070,0.100,0.110,0.120
1.000,--,0.210,0.180,0.200,0.120,0.150,0.180,0.180,0.180,0.180,0.180,0.180,0.170,0.170,0.190,0.210,0.210
,,,,,,,,,,,,,,,,,
