1,0.0009
0.993944,0.002119
0.981652,0.00457
0.968512,0.007139
0.955297,0.009634
0.942122,0.012016
0.9289,0.014284
0.915647,0.016453
0.902375,0.018522
0.889068,0.020502
0.875757,0.022393
0.862431,0.02419
0.849076,0.025906
0.835713,0.02754
0.82235,0.029086
0.80897,0.030548
0.795572,0.03193
0.782166,0.033232
0.768756,0.034454
0.755334,0.035597
0.741899,0.036665
0.728454,0.03766
0.715003,0.038582
0.701549,0.039432
0.688087,0.040212
0.674613,0.040923
0.661126,0.041571
0.647632,0.04216
0.634141,0.042689
0.620648,0.043156
0.607148,0.043564
0.593636,0.043917
0.580118,0.044218
0.566597,0.044468
0.553075,0.044669
0.539553,0.044821
0.526026,0.044926
0.512494,0.044984
0.498956,0.045
0.485416,0.044975
0.471876,0.044911
0.458336,0.044806
0.444795,0.044662
0.431253,0.044479
0.417714,0.044258
0.404179,0.043996
0.390645,0.043693
0.37711,0.04335
0.363573,0.042967
0.350039,0.042544
0.336509,0.042082
0.322981,0.041578
0.309453,0.041033
0.295927,0.040448
0.282406,0.039821
0.26889,0.039152
0.255377,0.038437
0.241871,0.037677
0.228379,0.036868
0.214898,0.036004
0.201421,0.035084
0.187945,0.034107
0.17448,0.033072
0.161035,0.031974
0.147616,0.030805
0.13422,0.029555
0.120839,0.028218
0.107478,0.026787
0.094183,0.025252
0.081004,0.023578
0.067906,0.021718
0.054883,0.01965
0.042221,0.017347
0.030064,0.014649
0.018919,0.011584
0.010419,0.008497
0.005358,0.005983
0.002372,0.004006
0.000771,0.002248
0.000084,0.000713
0.000084,-0.000713
0.000771,-0.002248
0.002372,-0.004006
0.005358,-0.005983
0.010419,-0.008497
0.018919,-0.011584
0.030064,-0.014649
0.042221,-0.017347
0.054883,-0.01965
0.067906,-0.021718
0.081004,-0.023578
0.094183,-0.025252
0.107477,-0.026787
0.120839,-0.028218
0.13422,-0.029555
0.147616,-0.030805
0.161035,-0.031974
0.17448,-0.033072
0.187945,-0.034107
0.201421,-0.035084
0.214898,-0.036004
0.228379,-0.036868
0.241871,-0.037677
0.255377,-0.038437
0.26889,-0.039152
0.282406,-0.039821
0.295927,-0.040448
0.309453,-0.041033
0.322981,-0.041578
0.336509,-0.042082
0.350039,-0.042544
0.363573,-0.042967
0.37711,-0.04335
0.390645,-0.043693
0.404179,-0.043996
0.417714,-0.044258
0.431253,-0.044479
0.444795,-0.044662
0.458336,-0.044806
0.471876,-0.044911
0.485416,-0.044975
0.498956,-0.045
0.512495,-0.044984
0.526027,-0.044926
0.539553,-0.044821
0.553075,-0.044669
0.566597,-0.044468
0.580118,-0.044218
0.593636,-0.043917
0.607148,-0.043564
0.620648,-0.043156
0.634141,-0.042689
0.647633,-0.04216
0.661126,-0.041571
0.674614,-0.040923
0.688087,-0.040212
0.701549,-0.039432
0.715003,-0.038582
0.728454,-0.03766
0.741899,-0.036665
0.755334,-0.035597
0.768757,-0.034454
0.782166,-0.033232
0.795572,-0.03193
0.80897,-0.030548
0.82235,-0.029086
0.835713,-0.02754
0.849076,-0.025906
0.862432,-0.02419
0.875757,-0.022393
0.889069,-0.020502
0.902375,-0.018522
0.915647,-0.016453
0.928901,-0.014284
0.942122,-0.012016
0.955297,-0.009634
0.968512,-0.007139
0.981652,-0.00457
0.993944,-0.002119
1,-0.0009
