,0.32
1,-0.61
0.947,-0.65
0.902,-0.66
0.852,-0.68
0.802,-0.69
0.752,-0.69
0.701,-0.69
0.651,-0.68
0.6,-0.68
0.551,-0.68
0.5,-0.67
0.45,-0.66
0.4,-0.64
0.352,-0.64
0.298,-0.63
0.25,-0.63
0.2,-0.62
0.15,-0.62
0.1,-0.61
0.075,-0.62
0.05,-0.62
0.025,-0.62
0.013,-0.61
0.006,-0.62
0,-0.77
0.013,1.01
0.026,0.94
0.05,0.84
0.075,0.78
0.101,0.7
0.151,0.61
0.2,0.54
0.252,0.48
0.302,0.42
0.352,0.36
0.4,0.33
0.451,0.29
0.501,0.25
0.551,0.2
0.601,0.18
0.652,0.15
0.702,0.13
0.752,0.1
0.801,0.08
0.851,0
0.902,-0.09
0.951,-0.31
